

Microchip MPLAB XC8 Assembler V2.32 build 20210201212658 
                                                                                               Wed Jun 23 14:38:42 2021

Microchip MPLAB XC8 C Compiler v2.32 (Free license) build 20210201212658 Og1 
     1                           	processor	16F877A
     2                           	pagewidth 120
     3                           	opt	flic
     4                           	psect	cinit,global,class=CODE,merge=1,delta=2
     5                           	psect	cstackCOMMON,global,class=COMMON,space=1,delta=1,noexec
     6                           	psect	cstackBANK0,global,class=BANK0,space=1,delta=1,noexec
     7                           	psect	maintext,global,class=CODE,split=1,delta=2
     8                           	psect	text1,local,class=CODE,merge=1,delta=2,group=1
     9                           	psect	text2,local,class=CODE,merge=1,delta=2,group=1
    10                           	psect	text3,local,class=CODE,merge=1,delta=2,group=1
    11                           	psect	text4,local,class=CODE,merge=1,delta=2,group=1
    12                           	psect	text5,local,class=CODE,merge=1,delta=2
    13                           	psect	text6,local,class=CODE,merge=1,delta=2,group=1
    14                           	psect	text7,local,class=CODE,merge=1,delta=2
    15                           	psect	config,global,abs,ovrld,class=CONFIG,space=4,delta=2,noexec
    16                           	dabs	1,0x7E,2
    17  0000                     
    18                           ; Version 2.20
  2658  00A8  0BA4               	decfsz	??_ADC_readChannel,f
  2659  00A9  28A8               	goto	u1897
  2660  00AA  0BA5               	decfsz	??_ADC_readChannel+1,f
  2661  00AB  28A8               	goto	u1897
  2662  00AC  28AD               	nop2
  2663  00AD                     l1112:
  2664                           
  2665                           ;ldr_sensor.c: 22:     GO_nDONE = 1;
  2666  00AD  1283               	bcf	3,5	;RP0=0, select bank0
  2667  00AE  1303               	bcf	3,6	;RP1=0, select bank0
  2668  00AF  151F               	bsf	31,2	;volatile
  2669  00B0                     l26:	
  2670                           ;ldr_sensor.c: 23:     while(GO_nDONE);
  2671                           
  2672  00B0  191F               	btfsc	31,2	;volatile
  2673  00B1  28B3               	goto	u1141
  2674  00B2  28B4               	goto	u1140
  2675  00B3                     u1141:
  2676  00B3  28B0               	goto	l26
  2677  00B4                     u1140:
  2678  00B4                     l1114:
  2679                           
  2680                           ;ldr_sensor.c: 24:     return ((ADRESH << 8) + ADRESL);
  2681  00B4  081E               	movf	30,w	;volatile
  2682  00B5  00A4               	movwf	??_ADC_readChannel
  2683  00B6  01A5               	clrf	??_ADC_readChannel+1
  2684  00B7  0824               	movf	??_ADC_readChannel,w
  2685  00B8  00A5               	movwf	??_ADC_readChannel+1
  2686  00B9  01A4               	clrf	??_ADC_readChannel
  2687  00BA  1683               	bsf	3,5	;RP0=1, select bank1
  2688  00BB  1303               	bcf	3,6	;RP1=0, select bank1
  2689  00BC  081E               	movf	30,w	;volatile
  2690  00BD  1283               	bcf	3,5	;RP0=0, select bank0
  2691  00BE  1303               	bcf	3,6	;RP1=0, select bank0
  2692  00BF  0724               	addwf	??_ADC_readChannel,w
  2693  00C0  00F0               	movwf	___xxtofl@val
  2694  00C1  3000               	movlw	0
  2695  00C2  1803               	skipnc
  2696  00C3  3001               	movlw	1
  2697  00C4  0725               	addwf	??_ADC_readChannel+1,w
  2698  00C5  00F1               	movwf	___xxtofl@val+1
  2699  00C6  01F2               	clrf	___xxtofl@val+2
  2700  00C7  1BF1               	btfsc	___xxtofl@val+1,7
  2701  00C8  03F2               	decf	___xxtofl@val+2,f
  2702  00C9  0872               	movf	___xxtofl@val+2,w
  2703  00CA  00F3               	movwf	___xxtofl@val+3
  2704  00CB  3001               	movlw	1
  2705  00CC  120A  118A  2204  120A  118A  	fcall	___xxtofl
  2706  00D1  0873               	movf	?___xxtofl+3,w
  2707  00D2  1283               	bcf	3,5	;RP0=0, select bank0
  2708  00D3  1303               	bcf	3,6	;RP1=0, select bank0
  2709  00D4  00A3               	movwf	?_ADC_readChannel+3
  2710  00D5  0872               	movf	?___xxtofl+2,w
  2711  00D6  00A2               	movwf	?_ADC_readChannel+2
  2712  00D7  0871               	movf	?___xxtofl+1,w
  2713  00D8  00A1               	movwf	?_ADC_readChannel+1
  2714  00D9  0870               	movf	?___xxtofl,w
  2715  00DA  00A0               	movwf	?_ADC_readChannel
  2716  00DB                     l25:
  2717  00DB  0008               	return
  2718  00DC                     __end_of_ADC_readChannel:
  2719                           
  2720                           	psect	text6
  2721  0204                     __ptext6:	
  2722 ;; *************** function ___xxtofl *****************
  2723 ;; Defined at:
  2724 ;;		line 10 in file "C:\Program Files\Microchip\xc8\v2.32\pic\sources\c90\common\xxtofl.c"
  2725 ;; Parameters:    Size  Location     Type
  2726 ;;  sign            1    wreg     unsigned char 
  2727 ;;  val             4    0[COMMON] long 
  2728 ;; Auto vars:     Size  Location     Type
  2729 ;;  sign            1    8[COMMON] unsigned char 
  2730 ;;  arg             4   10[COMMON] unsigned long 
  2731 ;;  exp             1    9[COMMON] unsigned char 
  2732 ;; Return value:  Size  Location     Type
  2733 ;;                  4    0[COMMON] unsigned char 
  2734 ;; Registers used:
  2735 ;;		wreg, status,2, status,0
  2736 ;; Tracked objects:
  2737 ;;		On entry : 0/0
  2738 ;;		On exit  : 0/0
  2739 ;;		Unchanged: 0/0
  2740 ;; Data sizes:     COMMON   BANK0   BANK1   BANK3   BANK2
  2741 ;;      Params:         4       0       0       0       0
  2742 ;;      Locals:         6       0       0       0       0
  2743 ;;      Temps:          4       0       0       0       0
  2744 ;;      Totals:        14       0       0       0       0
  2745 ;;Total ram usage:       14 bytes
  2746 ;; Hardware stack levels used: 1
  2747 ;; This function calls:
  2748 ;;		Nothing
  2749 ;; This function is called by:
  2750 ;;		_ADC_readChannel
  2751 ;; This function uses a non-reentrant model
  2752 ;;
  2753                           
  2754                           
  2755                           ;psect for function ___xxtofl
  2756  0204                     ___xxtofl:
  2757                           
  2758                           ;incstack = 0
  2759                           ; Regs used in ___xxtofl: [wreg+status,2+status,0]
  2760                           ;___xxtofl@sign stored from wreg
  2761  0204  00F8               	movwf	___xxtofl@sign
  2762  0205                     l1056:
  2763  0205  0878               	movf	___xxtofl@sign,w
  2764  0206  1903               	btfsc	3,2
  2765  0207  2A09               	goto	u981
  2766  0208  2A0A               	goto	u980
  2767  0209                     u981:
  2768  0209  2A1E               	goto	l1062
  2769  020A                     u980:
  2770  020A                     l1058:
  2771  020A  1FF3               	btfss	___xxtofl@val+3,7
  2772  020B  2A0D               	goto	u991
  2773  020C  2A0E               	goto	u990
  2774  020D                     u991:
  2775  020D  2A1E               	goto	l1062
  2776  020E                     u990:
  2777  020E                     l1060:
  2778  020E  0970               	comf	___xxtofl@val,w
  2779  020F  00FA               	movwf	___xxtofl@arg
  2780  0210  0971               	comf	___xxtofl@val+1,w
  2781  0211  00FB               	movwf	___xxtofl@arg+1
  2782  0212  0972               	comf	___xxtofl@val+2,w
  2783  0213  00FC               	movwf	___xxtofl@arg+2
  2784  0214  0973               	comf	___xxtofl@val+3,w
  2785  0215  00FD               	movwf	___xxtofl@arg+3
  2786  0216  0AFA               	incf	___xxtofl@arg,f
  2787  0217  1903               	skipnz
  2788  0218  0AFB               	incf	___xxtofl@arg+1,f
  2789  0219  1903               	skipnz
  2790  021A  0AFC               	incf	___xxtofl@arg+2,f
  2791  021B  1903               	skipnz
  2792  021C  0AFD               	incf	___xxtofl@arg+3,f
  2793  021D  2A26               	goto	l557
  2794  021E                     l1062:
  2795  021E  0873               	movf	___xxtofl@val+3,w
  2796  021F  00FD               	movwf	___xxtofl@arg+3
  2797  0220  0872               	movf	___xxtofl@val+2,w
  2798  0221  00FC               	movwf	___xxtofl@arg+2
  2799  0222  0871               	movf	___xxtofl@val+1,w
  2800  0223  00FB               	movwf	___xxtofl@arg+1
  2801  0224  0870               	movf	___xxtofl@val,w
  2802  0225  00FA               	movwf	___xxtofl@arg
  2803  0226                     l557:
  2804  0226  0873               	movf	___xxtofl@val+3,w
  2805  0227  0472               	iorwf	___xxtofl@val+2,w
  2806  0228  0471               	iorwf	___xxtofl@val+1,w
  2807  0229  0470               	iorwf	___xxtofl@val,w
  2808  022A  1D03               	skipz
  2809  022B  2A2D               	goto	u1001
  2810  022C  2A2E               	goto	u1000
  2811  022D                     u1001:
  2812  022D  2A37               	goto	l1068
  2813  022E                     u1000:
  2814  022E                     l1064:
  2815  022E  3000               	movlw	0
  2816  022F  00F3               	movwf	?___xxtofl+3
  2817  0230  3000               	movlw	0
  2818  0231  00F2               	movwf	?___xxtofl+2
  2819  0232  3000               	movlw	0
  2820  0233  00F1               	movwf	?___xxtofl+1
  2821  0234  3000               	movlw	0
  2822  0235  00F0               	movwf	?___xxtofl
  2823  0236  2ABD               	goto	l559
  2824  0237                     l1068:
  2825  0237  3096               	movlw	150
  2826  0238  00F4               	movwf	??___xxtofl
  2827  0239  0874               	movf	??___xxtofl,w
  2828  023A  00F9               	movwf	___xxtofl@exp
  2829  023B  2A49               	goto	l1072
  2830  023C                     l1070:
  2831  023C  3001               	movlw	1
  2832  023D  00F4               	movwf	??___xxtofl
  2833  023E  0874               	movf	??___xxtofl,w
  2834  023F  07F9               	addwf	___xxtofl@exp,f
  2835  0240  3001               	movlw	1
  2836  0241                     u1015:
  2837  0241  1003               	clrc
  2838  0242  0CFD               	rrf	___xxtofl@arg+3,f
  2839  0243  0CFC               	rrf	___xxtofl@arg+2,f
  2840  0244  0CFB               	rrf	___xxtofl@arg+1,f
  2841  0245  0CFA               	rrf	___xxtofl@arg,f
  2842  0246  3EFF               	addlw	-1
  2843  0247  1D03               	skipz
  2844  0248  2A41               	goto	u1015
  2845  0249                     l1072:
  2846  0249  30FE               	movlw	254
  2847  024A  057D               	andwf	___xxtofl@arg+3,w
  2848  024B  1D03               	btfss	3,2
  2849  024C  2A4E               	goto	u1021
  2850  024D  2A4F               	goto	u1020
  2851  024E                     u1021:
  2852  024E  2A3C               	goto	l1070
  2853  024F                     u1020:
  2854  024F  2A6B               	goto	l563
  2855  0250                     l1074:
  2856  0250  3001               	movlw	1
  2857  0251  00F4               	movwf	??___xxtofl
  2858  0252  0874               	movf	??___xxtofl,w
  2859  0253  07F9               	addwf	___xxtofl@exp,f
  2860  0254                     l1076:
  2861  0254  3001               	movlw	1
  2862  0255  07FA               	addwf	___xxtofl@arg,f
  2863  0256  3000               	movlw	0
  2864  0257  1803               	skipnc
  2865  0258  3001               	movlw	1
  2866  0259  07FB               	addwf	___xxtofl@arg+1,f
  2867  025A  3000               	movlw	0
  2868  025B  1803               	skipnc
  2869  025C  3001               	movlw	1
  2870  025D  07FC               	addwf	___xxtofl@arg+2,f
  2871  025E  3000               	movlw	0
  2872  025F  1803               	skipnc
  2873  0260  3001               	movlw	1
  2874  0261  07FD               	addwf	___xxtofl@arg+3,f
  2875  0262                     l1078:
  2876  0262  3001               	movlw	1
  2877  0263                     u1035:
  2878  0263  1003               	clrc
  2879  0264  0CFD               	rrf	___xxtofl@arg+3,f
  2880  0265  0CFC               	rrf	___xxtofl@arg+2,f
  2881  0266  0CFB               	rrf	___xxtofl@arg+1,f
  2882  0267  0CFA               	rrf	___xxtofl@arg,f
  2883  0268  3EFF               	addlw	-1
  2884  0269  1D03               	skipz
  2885  026A  2A63               	goto	u1035
  2886  026B                     l563:
  2887  026B  30FF               	movlw	255
  2888  026C  057D               	andwf	___xxtofl@arg+3,w
  2889  026D  1D03               	btfss	3,2
  2890  026E  2A70               	goto	u1041
  2891  026F  2A71               	goto	u1040
  2892  0270                     u1041:
  2893  0270  2A50               	goto	l1074
  2894  0271                     u1040:
  2895  0271  2A7D               	goto	l1082
  2896  0272                     l1080:
  2897  0272  3001               	movlw	1
  2898  0273  02F9               	subwf	___xxtofl@exp,f
  2899  0274  3001               	movlw	1
  2900  0275  00F4               	movwf	??___xxtofl
  2901  0276                     u1055:
  2902  0276  1003               	clrc
  2903  0277  0DFA               	rlf	___xxtofl@arg,f
  2904  0278  0DFB               	rlf	___xxtofl@arg+1,f
  2905  0279  0DFC               	rlf	___xxtofl@arg+2,f
  2906  027A  0DFD               	rlf	___xxtofl@arg+3,f
  2907  027B  0BF4               	decfsz	??___xxtofl,f
  2908  027C  2A76               	goto	u1055
  2909  027D                     l1082:
  2910  027D  1BFC               	btfsc	___xxtofl@arg+2,7
  2911  027E  2A80               	goto	u1061
  2912  027F  2A81               	goto	u1060
  2913  0280                     u1061:
  2914  0280  2A87               	goto	l570
  2915  0281                     u1060:
  2916  0281                     l1084:
  2917  0281  3002               	movlw	2
  2918  0282  0279               	subwf	___xxtofl@exp,w
  2919  0283  1803               	skipnc
  2920  0284  2A86               	goto	u1071
  2921  0285  2A87               	goto	u1070
  2922  0286                     u1071:
  2923  0286  2A72               	goto	l1080
  2924  0287                     u1070:
  2925  0287                     l570:
  2926  0287  1879               	btfsc	___xxtofl@exp,0
  2927  0288  2A8A               	goto	u1081
  2928  0289  2A8B               	goto	u1080
  2929  028A                     u1081:
  2930  028A  2A93               	goto	l571
  2931  028B                     u1080:
  2932  028B                     l1086:
  2933  028B  30FF               	movlw	255
  2934  028C  05FA               	andwf	___xxtofl@arg,f
  2935  028D  30FF               	movlw	255
  2936  028E  05FB               	andwf	___xxtofl@arg+1,f
  2937  028F  307F               	movlw	127
  2938  0290  05FC               	andwf	___xxtofl@arg+2,f
  2939  0291  30FF               	movlw	255
  2940  0292  05FD               	andwf	___xxtofl@arg+3,f
  2941  0293                     l571:
  2942  0293  1003               	clrc
  2943  0294  0CF9               	rrf	___xxtofl@exp,f
  2944  0295                     l1088:
  2945  0295  0879               	movf	___xxtofl@exp,w
  2946  0296  00F4               	movwf	??___xxtofl
  2947  0297  01F5               	clrf	??___xxtofl+1
  2948  0298  01F6               	clrf	??___xxtofl+2
  2949  0299  01F7               	clrf	??___xxtofl+3
  2950  029A  3018               	movlw	24
  2951  029B                     u1095:
  2952  029B  1003               	clrc
  2953  029C  0DF4               	rlf	??___xxtofl,f
  2954  029D  0DF5               	rlf	??___xxtofl+1,f
  2955  029E  0DF6               	rlf	??___xxtofl+2,f
  2956  029F  0DF7               	rlf	??___xxtofl+3,f
  2957  02A0                     u1090:
  2958  02A0  3EFF               	addlw	-1
  2959  02A1  1D03               	skipz
  2960  02A2  2A9B               	goto	u1095
  2961  02A3  0874               	movf	??___xxtofl,w
  2962  02A4  04FA               	iorwf	___xxtofl@arg,f
  2963  02A5  0875               	movf	??___xxtofl+1,w
  2964  02A6  04FB               	iorwf	___xxtofl@arg+1,f
  2965  02A7  0876               	movf	??___xxtofl+2,w
  2966  02A8  04FC               	iorwf	___xxtofl@arg+2,f
  2967  02A9  0877               	movf	??___xxtofl+3,w
  2968  02AA  04FD               	iorwf	___xxtofl@arg+3,f
  2969  02AB                     l1090:
  2970  02AB  0878               	movf	___xxtofl@sign,w
  2971  02AC  1903               	btfsc	3,2
  2972  02AD  2AAF               	goto	u1101
  2973  02AE  2AB0               	goto	u1100
  2974  02AF                     u1101:
  2975  02AF  2AB5               	goto	l1096
  2976  02B0                     u1100:
  2977  02B0                     l1092:
  2978  02B0  1FF3               	btfss	___xxtofl@val+3,7
  2979  02B1  2AB3               	goto	u1111
  2980  02B2  2AB4               	goto	u1110
  2981  02B3                     u1111:
  2982  02B3  2AB5               	goto	l1096
  2983  02B4                     u1110:
  2984  02B4                     l1094:
  2985  02B4  17FD               	bsf	___xxtofl@arg+3,7
  2986  02B5                     l1096:
  2987  02B5  087D               	movf	___xxtofl@arg+3,w
  2988  02B6  00F3               	movwf	?___xxtofl+3
  2989  02B7  087C               	movf	___xxtofl@arg+2,w
  2990  02B8  00F2               	movwf	?___xxtofl+2
  2991  02B9  087B               	movf	___xxtofl@arg+1,w
  2992  02BA  00F1               	movwf	?___xxtofl+1
  2993  02BB  087A               	movf	___xxtofl@arg,w
  2994  02BC  00F0               	movwf	?___xxtofl
  2995  02BD                     l559:
  2996  02BD  0008               	return
  2997  02BE                     __end_of___xxtofl:
  2998                           
  2999                           	psect	text7
  3000  004D                     __ptext7:	
  3001 ;; *************** function _ADC_init *****************
  3002 ;; Defined at:
  3003 ;;		line 10 in file "ldr_sensor.c"
  3004 ;; Parameters:    Size  Location     Type
  3005 ;;		None
  3006 ;; Auto vars:     Size  Location     Type
  3007 ;;		None
  3008 ;; Return value:  Size  Location     Type
  3009 ;;                  1    wreg      void 
  3010 ;; Registers used:
  3011 ;;		wreg
  3012 ;; Tracked objects:
  3013 ;;		On entry : 0/0
  3014 ;;		On exit  : 0/0
  3015 ;;		Unchanged: 0/0
  3016 ;; Data sizes:     COMMON   BANK0   BANK1   BANK3   BANK2
  3017 ;;      Params:         0       0       0       0       0
  3018 ;;      Locals:         0       0       0       0       0
  3019 ;;      Temps:          0       0       0       0       0
  3020 ;;      Totals:         0       0       0       0       0
  3021 ;;Total ram usage:        0 bytes
  3022 ;; Hardware stack levels used: 1
  3023 ;; This function calls:
  3024 ;;		Nothing
  3025 ;; This function is called by:
  3026 ;;		_main
  3027 ;; This function uses a non-reentrant model
  3028 ;;
  3029                           
  3030                           
  3031                           ;psect for function _ADC_init
  3032  004D                     _ADC_init:
  3033  004D                     l1100:	
  3034                           ;incstack = 0
  3035                           ; Regs used in _ADC_init: [wreg]
  3036                           
  3037                           
  3038                           ;ldr_sensor.c: 11:     ADCON0 = 0x41;
  3039  004D  3041               	movlw	65
  3040  004E  1283               	bcf	3,5	;RP0=0, select bank0
  3041  004F  1303               	bcf	3,6	;RP1=0, select bank0
  3042  0050  009F               	movwf	31	;volatile
  3043                           
  3044                           ;ldr_sensor.c: 12:     ADCON1 = 0xC0;
  3045  0051  30C0               	movlw	192
  3046  0052  1683               	bsf	3,5	;RP0=1, select bank1
  3047  0053  1303               	bcf	3,6	;RP1=0, select bank1
  3048  0054  009F               	movwf	31	;volatile
  3049  0055                     l21:
  3050  0055  0008               	return
  3051  0056                     __end_of_ADC_init:
  3052  007E                     btemp	set	126	;btemp
  3053  007E                     wtemp0	set	126
  3054                           
  3055                           	psect	config
  3056                           
  3057                           ;Config register CONFIG @ 0x2007
  3058                           ;	Oscillator Selection bits
  3059                           ;	FOSC = HS, HS oscillator
  3060                           ;	Watchdog Timer Enable bit
  3061                           ;	WDTE = ON, WDT enabled
  3062                           ;	Power-up Timer Enable bit
  3063                           ;	PWRTE = OFF, PWRT disabled
  3064                           ;	Brown-out Reset Enable bit
  3065                           ;	BOREN = ON, BOR enabled
  3066                           ;	Low-Voltage (Single-Supply) In-Circuit Serial Programming Enable bit
  3067                           ;	LVP = ON, RB3/PGM pin has PGM function; low-voltage programming enabled
  3068                           ;	Data EEPROM Memory Code Protection bit
  3069                           ;	CPD = OFF, Data EEPROM code protection off
  3070                           ;	Flash Program Memory Write Enable bits
  3071                           ;	WRT = OFF, Write protection off; all program memory may be written to by EECON control
  3072                           ;	In-Circuit Debugger Mode bit
  3073                           ;	DEBUG = 0x1, unprogrammed default
  3074                           ;	Flash Program Memory Code Protection bit
  3075                           ;	CP = OFF, Code protection off
  3076  2007                     	org	8199
  3077  2007  3FFE               	dw	16382

Data Sizes:
    Strings     0
    Constant    0
    Data        0
    BSS         0
    Persistent  0
    Stack       0

Auto Spaces:
    Space          Size  Autos    Used
    COMMON           14     14      14
    BANK0            80     55      55
    BANK1            80      0       0
    BANK3            96      0       0
    BANK2            96      0       0

Pointer List with Targets:

    None.

Critical Paths under _main in COMMON

    _main->___flmul
    ___flmul->__Umul8_16
    ___fldiv->___flmul
    _ADC_readChannel->___xxtofl

Critical Paths under _main in BANK0

    _main->___fldiv
    ___fldiv->___flmul

Critical Paths under _main in BANK1

    None.

Critical Paths under _main in BANK3

    None.

Critical Paths under _main in BANK2

    None.

Call Graph Tables:

 ---------------------------------------------------------------------------------
 (Depth) Function   	        Calls       Base Space   Used Autos Params    Refs
 ---------------------------------------------------------------------------------
 (0) _main                                                 8     8      0    4590
                                             47 BANK0      8     8      0
                           _ADC_init
                    _ADC_readChannel
                            ___fldiv
                             ___flge
                            ___flmul
 ---------------------------------------------------------------------------------
 (1) ___flmul                                             26    18      8    2417
                                              9 COMMON     5     5      0
                                              0 BANK0     21    13      8
                          __Umul8_16
 ---------------------------------------------------------------------------------
 (2) __Umul8_16                                            9     7      2     799
                                              0 COMMON     9     7      2
 ---------------------------------------------------------------------------------
 (1) ___flge                                              12     4      8     334
                                              0 COMMON    12     4      8
 ---------------------------------------------------------------------------------
 (1) ___fldiv                                             26    18      8    1273
                                             21 BANK0     26    18      8
                            ___flmul (ARG)
 ---------------------------------------------------------------------------------
 (1) _ADC_readChannel                                      6     2      4     518
                                              0 BANK0      6     2      4
                           ___xxtofl
 ---------------------------------------------------------------------------------
 (2) ___xxtofl                                            14    10      4     398
                                              0 COMMON    14    10      4
 ---------------------------------------------------------------------------------
 (1) _ADC_init                                             0     0      0       0
 ---------------------------------------------------------------------------------
 Estimated maximum stack depth 2
 ---------------------------------------------------------------------------------

 Call Graph Graphs:

 _main (ROOT)
   _ADC_init
   _ADC_readChannel
     ___xxtofl
   ___fldiv
     ___flmul (ARG)
       __Umul8_16
   ___flge
   ___flmul

 Address spaces:
Name               Size   Autos  Total    Cost      Usage
BITCOMMON            E      0       0       0        0.0%
EEDATA             100      0       0       0        0.0%
NULL                 0      0       0       0        0.0%
CODE                 0      0       0       0        0.0%
COMMON               E      E       E       1      100.0%
BITSFR0              0      0       0       1        0.0%
SFR0                 0      0       0       1        0.0%
BITSFR1              0      0       0       2        0.0%
SFR1                 0      0       0       2        0.0%
STACK                0      0       0       2        0.0%
ABS                  0      0       0       3        0.0%
BITBANK0            50      0       0       4        0.0%
BITSFR3              0      0       0       4        0.0%
SFR3                 0      0       0       4        0.0%
BANK0               50     37      37       5       68.8%
BITSFR2              0      0       0       5        0.0%
SFR2                 0      0       0       5        0.0%
BITBANK1            50      0       0       6        0.0%
BANK1               50      0       0       7        0.0%
BITBANK3            60      0       0       8        0.0%
BANK3               60      0       0       9        0.0%
BITBANK2            60      0       0      10        0.0%
BANK2               60      0       0      11        0.0%
DATA                 0      0       0      12        0.0%


Microchip Technology PIC Macro Assembler V2.32 build 20210201212658 
Symbol Table                                                                                   Wed Jun 23 14:38:42 2021

            ___fldiv@aexp 004E              ___fldiv@bexp 004D              ___fldiv@sign 0046  
                      l21 0055                        l25 00DB                        l26 00B0  
                      l34 015B       __Umul8_16@word_mpld 0076                       l301 01EA  
                     l302 0203                       l513 07FB                       l532 006A  
                     l525 07EF                       l534 007C                       l519 0767  
                     l473 031A                       l570 0287                       l298 017E  
                     l571 0293                       l563 026B                       l475 049A  
                     l557 0226                       l559 02BD                       l495 047E  
                     l497 048E                       l489 040C                       u950 0064  
                     u951 0063                       u970 0078                       u971 0077  
                     u980 020A                       u981 0209                       u965 006B  
                     u990 020E                       u991 020D              ___flmul@aexp 002D  
            ___flmul@bexp 002E              ___flmul@sign 0028              ___flmul@temp 0033  
            ___flmul@prod 002F                      l1100 004D                      l1110 00A2  
                    l1102 007D                      l1112 00AD                      l1104 0088  
                    l1200 0373                      l1120 0176                      l1114 00B4  
                    l1210 0391                      l1202 0375                      l1130 01C6  
                    l1122 0192                      l1050 0073                      l1042 0057  
                    l1060 020E                      l1108 0091                      l1204 037A  
                    l1212 039A                      l1220 03BF                      l1140 02C5  
                    l1132 0200                      l1124 019A                      l1052 0078  
                    l1044 0059                      l1300 04CE                      l1070 023C  
                    l1062 021E                      l1230 03DC                      l1222 03C5  
                    l1214 03AC                      l1206 038C                      l1150 02DA  
                    l1142 02CB                      l1134 0202                      l1126 019E  
                    l1118 0162                      l1046 0060                      l1310 04E3  
                    l1302 04D4                      l1080 0272                      l1072 0249  
                    l1064 022E                      l1056 0205                      l1240 03F1  
                    l1232 03DD                      l1224 03CD                      l1216 03AD  
                    l1208 0390                      l1160 02F2                      l1152 02E2  
                    l1144 02CF                      l1128 01C2                      l1048 0064  
                    l1400 07AF                      l1320 04FF                      l1312 04EB  
                    l1304 04D8                      l1090 02AB                      l1082 027D  
                    l1074 0250                      l1058 020A                      l1250 0416  
                    l1242 03F5                      l1234 03E6                      l1226 03CF  
                    l1218 03BB                      l1170 0307                      l1162 02F8  
                    l1154 02E3                      l1146 02D0                      l1138 02BE  
                    l1410 07E3                      l1402 07BA                      l1330 0542  
                    l1314 04ED                      l1306 04D9                      l1092 02B0  
                    l1084 0281                      l1076 0254                      l1068 0237  
                    l1260 0454                      l1252 0424                      l1244 0409  
                    l1228 03D8                      l1236 03EC                      l1180 032E  
                    l1172 030F                      l1164 02FC                      l1148 02D5  
                    l1156 02E5                      l1412 07E7                      l1404 07C9  
                    l1340 05CB                      l1332 055E                      l1324 0508  
                    l1316 04F5                      l1308 04DE                      l1420 00DC  
                    l1094 02B4                      l1086 028B                      l1078 0262  
                    l1270 0484                      l1262 0462                      l1254 0428  
                    l1238 03F0                      l1182 0332                      l1174 0310  
                    l1166 02FD                      l1158 02ED                      l1414 07E8  
                    l1406 07D3                      l1350 063E                      l1342 05DB  
                    l1334 058A                      l1326 0518                      l1318 04FA  
                    l1430 00F4                      l1422 00E6                      l1096 02B5  
                    l1088 0295                      l1272 0488                      l1264 0471  
                    l1256 0441                      l1248 0411                      l1192 0349  
                    l1168 0302                      l1176 0312                      l1416 07F3  
                    l1408 07D5                      l1360 06EB                      l1352 065B  
                    l1344 05F8                      l1336 05A6                      l1328 0525  
                    l1280 049B                      l1432 0108                      l1424 00E9  
                    l1274 048A                      l1266 0475                      l1258 0447  
                    l1194 035B                      l1178 0322                      l1186 033B  
                    l1370 0737                      l1362 0713                      l1354 0688  
                    l1346 0608                      l1338 05C2                      l1290 04B2  
                    l1282 04A2                      l1434 013E                      l1426 00EC  
                    l1268 047D                      l1196 0363                      l1188 0340  
                    l1380 074C                      l1372 0738                      l1364 071C  
                    l1356 0698                      l1348 0625                      l1292 04B7  
                    l1284 04A8                      l1436 0157                      l1428 00EF  
                    l1198 036B                      l1390 0771                      l1382 0750  
                    l1374 0741                      l1366 072A                      l1358 06C5  
                    l1294 04BF                      l1286 04AC                      l1392 077F  
                    l1384 0764                      l1368 0733                      l1376 0747  
                    l1296 04C1                      l1288 04AD                      l1394 0783  
                    l1378 074B                      l1298 04C9                      l1396 079C  
                    l1388 076C                      l1398 07A2                      u1000 022E  
                    u1001 022D                      u1100 02B0                      u1020 024F  
                    u1101 02AF                      u1021 024E                      u1110 02B4  
                    u1111 02B3                      u1015 0241                      u1040 0271  
                    u1120 0088                      u1041 0270                      u1121 0087  
                    u1201 01D5                      u1210 0200                      u1202 01D6  
                    u1035 0263                      u1211 01FF                      u1203 01DB  
                    u1060 0281                      u1140 00B4                      u1300 037A  
                    u1220 02CF                      u1204 01DC                      u1061 0280  
                    u1141 00B3                      u1301 0379                      u1221 02CE  
                    u1205 01E1                      u1070 0287                      u1230 02D5  
                    u1206 01E2                      u1150 0176                      u1071 0286  
                    u1055 0276                      u1135 0098                      u1231 02D4  
                    u1215 01FC                      u1151 0175                      u1080 028B  
                    u1240 02DA                      u1160 0192                      u1081 028A  
                    u1241 02D9                      u1161 0191                      u1090 02A0  
                    u1410 03F0                      u1330 0390                      u1250 02FC  
                    u1170 019E                      u1411 03EF                      u1331 038F  
                    u1315 037C                      u1251 02FB                      u1171 019D  
                    u1500 0488                      u1420 03F5                      u1260 0302  
                    u1501 0487                      u1421 03F4                      u1405 03DF  
                    u1325 0385                      u1261 0301                      u1181 01AD  
                    u1430 0409                      u1350 03AC                      u1270 0307  
                    u1190 01C6                      u1182 01AE                      u1510 04AC  
                    u1095 029B                      u1431 0408                      u1351 03AB  
                    u1271 0306                      u1191 01C5                      u1183 01B3  
                    u1511 04AB                      u1440 0410                      u1360 03C5  
                    u1280 0322                      u1184 01B4                      u1520 04B2  
                    u1441 040F                      u1361 03C4                      u1345 0393  
                    u1281 0321                      u1185 01B9                      u1601 056C  
                    u1521 04B1                      u1450 0416                      u1370 03CD  
                    u1290 0340                      u1186 01BA                      u1602 0573  
